"B19013_001E","B19013_001M","GEO_ID","NAME"
"44630","9012","1500000US490070003002","Block Group 2, Census Tract 3, Carbon County, Utah"
"11875","4334","1500000US490070003003","Block Group 3, Census Tract 3, Carbon County, Utah"
"42315","10066","1500000US490070003004","Block Group 4, Census Tract 3, Carbon County, Utah"
"71534","8600","1500000US490070005001","Block Group 1, Census Tract 5, Carbon County, Utah"
"55389","7305","1500000US490070005002","Block Group 2, Census Tract 5, Carbon County, Utah"
"38523","10229","1500000US490070006001","Block Group 1, Census Tract 6, Carbon County, Utah"
"62500","31588","1500000US490070006002","Block Group 2, Census Tract 6, Carbon County, Utah"
"53542","7717","1500000US490070006003","Block Group 3, Census Tract 6, Carbon County, Utah"
"75417","29289","1500000US490099601001","Block Group 1, Census Tract 9601, Daggett County, Utah"
"97500","15149","1500000US490111251021","Block Group 1, Census Tract 1251.02, Davis County, Utah"
"102143","20268","1500000US490111251022","Block Group 2, Census Tract 1251.02, Davis County, Utah"
"99318","28893","1500000US490111251031","Block Group 1, Census Tract 1251.03, Davis County, Utah"
"76250","10888","1500000US490111251032","Block Group 2, Census Tract 1251.03, Davis County, Utah"
"110781","18558","1500000US490111251041","Block Group 1, Census Tract 1251.04, Davis County, Utah"
"113125","16985","1500000US490111251042","Block Group 2, Census Tract 1251.04, Davis County, Utah"
"118205","12503","1500000US490111251043","Block Group 3, Census Tract 1251.04, Davis County, Utah"
"54832","14635","1500000US490111252001","Block Group 1, Census Tract 1252, Davis County, Utah"
"51442","7682","1500000US490111252002","Block Group 2, Census Tract 1252, Davis County, Utah"
"69432","21706","1500000US490111253011","Block Group 1, Census Tract 1253.01, Davis County, Utah"
"61827","11487","1500000US490111253012","Block Group 2, Census Tract 1253.01, Davis County, Utah"
"58611","18068","1500000US490111253013","Block Group 3, Census Tract 1253.01, Davis County, Utah"
"63240","16066","1500000US490111253014","Block Group 4, Census Tract 1253.01, Davis County, Utah"
"98274","18135","1500000US490111253031","Block Group 1, Census Tract 1253.03, Davis County, Utah"
"87258","14950","1500000US490111253032","Block Group 2, Census Tract 1253.03, Davis County, Utah"
"85159","11751","1500000US490111253033","Block Group 3, Census Tract 1253.03, Davis County, Utah"
"78676","25748","1500000US490111253041","Block Group 1, Census Tract 1253.04, Davis County, Utah"
"76169","7313","1500000US490111253042","Block Group 2, Census Tract 1253.04, Davis County, Utah"
"63359","11597","1500000US490111253043","Block Group 3, Census Tract 1253.04, Davis County, Utah"
"101713","16829","1500000US490111253051","Block Group 1, Census Tract 1253.05, Davis County, Utah"
"95625","9391","1500000US490111253052","Block Group 2, Census Tract 1253.05, Davis County, Utah"
"68977","15773","1500000US490111253053","Block Group 3, Census Tract 1253.05, Davis County, Utah"
"102418","10376","1500000US490111254011","Block Group 1, Census Tract 1254.01, Davis County, Utah"
"95692","7333","1500000US490111254012","Block Group 2, Census Tract 1254.01, Davis County, Utah"
"93726","15292","1500000US490111254013","Block Group 3, Census Tract 1254.01, Davis County, Utah"
"100995","12841","1500000US490111254031","Block Group 1, Census Tract 1254.03, Davis County, Utah"
"105385","11409","1500000US490111254032","Block Group 2, Census Tract 1254.03, Davis County, Utah"
"81758","6647","1500000US490111254033","Block Group 3, Census Tract 1254.03, Davis County, Utah"
"92898","6521","1500000US490111254051","Block Group 1, Census Tract 1254.05, Davis County, Utah"
"90665","14536","1500000US490111254052","Block Group 2, Census Tract 1254.05, Davis County, Utah"
"63935","4950","1500000US490111254061","Block Group 1, Census Tract 1254.06, Davis County, Utah"
"128276","12726","1500000US490111254062","Block Group 2, Census Tract 1254.06, Davis County, Utah"
"63033","5172","1500000US490111255011","Block Group 1, Census Tract 1255.01, Davis County, Utah"
"71125","17127","1500000US490111255012","Block Group 2, Census Tract 1255.01, Davis County, Utah"
"73920","16155","1500000US490111255013","Block Group 3, Census Tract 1255.01, Davis County, Utah"
"48648","3806","1500000US490111255021","Block Group 1, Census Tract 1255.02, Davis County, Utah"
"92984","10358","1500000US490111255022","Block Group 2, Census Tract 1255.02, Davis County, Utah"
"75714","31429","1500000US490111255023","Block Group 3, Census Tract 1255.02, Davis County, Utah"
"83510","15022","1500000US490111255031","Block Group 1, Census Tract 1255.03, Davis County, Utah"
"91324","16361","1500000US490111255032","Block Group 2, Census Tract 1255.03, Davis County, Utah"
"55714","47391","1500000US490111256001","Block Group 1, Census Tract 1256, Davis County, Utah"
"36939","8321","1500000US490111257011","Block Group 1, Census Tract 1257.01, Davis County, Utah"
"56250","10472","1500000US490111257012","Block Group 2, Census Tract 1257.01, Davis County, Utah"
"55938","20666","1500000US490111257021","Block Group 1, Census Tract 1257.02, Davis County, Utah"
"51442","13383","1500000US490111257022","Block Group 2, Census Tract 1257.02, Davis County, Utah"
"64237","3841","1500000US490111257023","Block Group 3, Census Tract 1257.02, Davis County, Utah"
"44552","8369","1500000US490111258011","Block Group 1, Census Tract 1258.01, Davis County, Utah"
"70855","35576","1500000US490111258012","Block Group 2, Census Tract 1258.01, Davis County, Utah"
"68269","7673","1500000US490111258013","Block Group 3, Census Tract 1258.01, Davis County, Utah"
"56667","4324","1500000US490111258014","Block Group 4, Census Tract 1258.01, Davis County, Utah"
"109138","22283","1500000US490111258041","Block Group 1, Census Tract 1258.04, Davis County, Utah"
"96375","14037","1500000US490111258042","Block Group 2, Census Tract 1258.04, Davis County, Utah"
"94000","10916","1500000US490111258043","Block Group 3, Census Tract 1258.04, Davis County, Utah"
"105263","24874","1500000US490111258044","Block Group 4, Census Tract 1258.04, Davis County, Utah"
"53654","17777","1500000US490111258051","Block Group 1, Census Tract 1258.05, Davis County, Utah"
"74125","10018","1500000US490111258052","Block Group 2, Census Tract 1258.05, Davis County, Utah"
"76667","10576","1500000US490111258053","Block Group 3, Census Tract 1258.05, Davis County, Utah"
"64861","10590","1500000US490111258071","Block Group 1, Census Tract 1258.07, Davis County, Utah"
"45260","26570","1500000US490111258072","Block Group 2, Census Tract 1258.07, Davis County, Utah"
"62648","7215","1500000US490111258081","Block Group 1, Census Tract 1258.08, Davis County, Utah"
"63393","23044","1500000US490111258082","Block Group 2, Census Tract 1258.08, Davis County, Utah"
"62059","21949","1500000US490111258083","Block Group 3, Census Tract 1258.08, Davis County, Utah"
"87292","27562","1500000US490111259051","Block Group 1, Census Tract 1259.05, Davis County, Utah"
"75985","33970","1500000US490111259052","Block Group 2, Census Tract 1259.05, Davis County, Utah"
"33102","10743","1500000US490111259053","Block Group 3, Census Tract 1259.05, Davis County, Utah"
"79083","21072","1500000US490111259054","Block Group 4, Census Tract 1259.05, Davis County, Utah"
"96067","6457","1500000US490111259061","Block Group 1, Census Tract 1259.06, Davis County, Utah"
"111750","25581","1500000US490111259062","Block Group 2, Census Tract 1259.06, Davis County, Utah"
"80272","18011","1500000US490111259063","Block Group 3, Census Tract 1259.06, Davis County, Utah"
"80000","12874","1500000US490111259071","Block Group 1, Census Tract 1259.07, Davis County, Utah"
"122238","16503","1500000US490111259081","Block Group 1, Census Tract 1259.08, Davis County, Utah"
"78250","25709","1500000US490111259082","Block Group 2, Census Tract 1259.08, Davis County, Utah"
"89844","14898","1500000US490111259083","Block Group 3, Census Tract 1259.08, Davis County, Utah"
"47788","10461","1500000US490111260011","Block Group 1, Census Tract 1260.01, Davis County, Utah"
"62656","15832","1500000US490111260012","Block Group 2, Census Tract 1260.01, Davis County, Utah"
"29911","19710","1500000US490111260013","Block Group 3, Census Tract 1260.01, Davis County, Utah"
"74917","16701","1500000US490111260014","Block Group 4, Census Tract 1260.01, Davis County, Utah"
"109688","7200","1500000US490111260021","Block Group 1, Census Tract 1260.02, Davis County, Utah"
"79310","14661","1500000US490111260022","Block Group 2, Census Tract 1260.02, Davis County, Utah"
"44157","5778","1500000US490111261011","Block Group 1, Census Tract 1261.01, Davis County, Utah"
"109352","27520","1500000US490111261012","Block Group 2, Census Tract 1261.01, Davis County, Utah"
"84107","30334","1500000US490111261013","Block Group 3, Census Tract 1261.01, Davis County, Utah"
"105655","27053","1500000US490111261014","Block Group 4, Census Tract 1261.01, Davis County, Utah"
"149394","19850","1500000US490111261041","Block Group 1, Census Tract 1261.04, Davis County, Utah"
"133083","16160","1500000US490111261042","Block Group 2, Census Tract 1261.04, Davis County, Utah"
"123830","15935","1500000US490111261043","Block Group 3, Census Tract 1261.04, Davis County, Utah"
"98818","8572","1500000US490111261051","Block Group 1, Census Tract 1261.05, Davis County, Utah"
"129118","14652","1500000US490111261052","Block Group 2, Census Tract 1261.05, Davis County, Utah"
"96071","17175","1500000US490111261053","Block Group 3, Census Tract 1261.05, Davis County, Utah"
"108882","8764","1500000US490111261054","Block Group 4, Census Tract 1261.05, Davis County, Utah"
"107013","3329","1500000US490111262021","Block Group 1, Census Tract 1262.02, Davis County, Utah"
"100865","58169","1500000US490111262022","Block Group 2, Census Tract 1262.02, Davis County, Utah"
"130833","30413","1500000US490111262031","Block Group 1, Census Tract 1262.03, Davis County, Utah"
"139189","8688","1500000US490111262032","Block Group 2, Census Tract 1262.03, Davis County, Utah"
"106719","16392","1500000US490111262041","Block Group 1, Census Tract 1262.04, Davis County, Utah"
"81333","13218","1500000US490111262042","Block Group 2, Census Tract 1262.04, Davis County, Utah"
"96723","4286","1500000US490111262043","Block Group 3, Census Tract 1262.04, Davis County, Utah"
"115964","11830","1500000US490111263031","Block Group 1, Census Tract 1263.03, Davis County, Utah"
"94519","9873","1500000US490111263032","Block Group 2, Census Tract 1263.03, Davis County, Utah"
"84028","21501","1500000US490111263041","Block Group 1, Census Tract 1263.04, Davis County, Utah"
"109848","8408","1500000US490111263042","Block Group 2, Census Tract 1263.04, Davis County, Utah"
"130000","16840","1500000US490111263043","Block Group 3, Census Tract 1263.04, Davis County, Utah"
"107303","13998","1500000US490111263051","Block Group 1, Census Tract 1263.05, Davis County, Utah"
"81618","15885","1500000US490111263061","Block Group 1, Census Tract 1263.06, Davis County, Utah"
"57941","11329","1500000US490111263062","Block Group 2, Census Tract 1263.06, Davis County, Utah"
"73958","17500","1500000US490111263063","Block Group 3, Census Tract 1263.06, Davis County, Utah"
"121000","19848","1500000US490111264021","Block Group 1, Census Tract 1264.02, Davis County, Utah"
"137000","27617","1500000US490111264022","Block Group 2, Census Tract 1264.02, Davis County, Utah"
"161208","14626","1500000US490111264041","Block Group 1, Census Tract 1264.04, Davis County, Utah"
"61985","13351","1500000US490111264042","Block Group 2, Census Tract 1264.04, Davis County, Utah"
"99722","11631","1500000US490111264051","Block Group 1, Census Tract 1264.05, Davis County, Utah"
"159919","17886","1500000US490111264052","Block Group 2, Census Tract 1264.05, Davis County, Utah"
"84276","13237","1500000US490111264061","Block Group 1, Census Tract 1264.06, Davis County, Utah"
"49014","3743","1500000US490111264062","Block Group 2, Census Tract 1264.06, Davis County, Utah"
"101964","28117","1500000US490111265001","Block Group 1, Census Tract 1265, Davis County, Utah"
"98542","19885","1500000US490111265002","Block Group 2, Census Tract 1265, Davis County, Utah"
"83355","10362","1500000US490111265003","Block Group 3, Census Tract 1265, Davis County, Utah"
"58750","5146","1500000US490111265004","Block Group 4, Census Tract 1265, Davis County, Utah"
"102875","18989","1500000US490111265005","Block Group 5, Census Tract 1265, Davis County, Utah"
"66222","5252","1500000US490111266001","Block Group 1, Census Tract 1266, Davis County, Utah"
"59076","13508","1500000US490111266002","Block Group 2, Census Tract 1266, Davis County, Utah"
"71011","8112","1500000US490111266003","Block Group 3, Census Tract 1266, Davis County, Utah"
"50958","11441","1500000US490111267001","Block Group 1, Census Tract 1267, Davis County, Utah"
"69063","43730","1500000US490111267002","Block Group 2, Census Tract 1267, Davis County, Utah"
"52936","10483","1500000US490111267003","Block Group 3, Census Tract 1267, Davis County, Utah"
"66023","20812","1500000US490111267004","Block Group 4, Census Tract 1267, Davis County, Utah"
"132000","28634","1500000US490111268011","Block Group 1, Census Tract 1268.01, Davis County, Utah"
"121875","40309","1500000US490111268012","Block Group 2, Census Tract 1268.01, Davis County, Utah"
"119750","32535","1500000US490111268013","Block Group 3, Census Tract 1268.01, Davis County, Utah"
"108704","16201","1500000US490111268021","Block Group 1, Census Tract 1268.02, Davis County, Utah"
"97813","32340","1500000US490111268022","Block Group 2, Census Tract 1268.02, Davis County, Utah"
"94464","33878","1500000US490111268023","Block Group 3, Census Tract 1268.02, Davis County, Utah"
"52250","14949","1500000US490111269011","Block Group 1, Census Tract 1269.01, Davis County, Utah"
"-","**","1500000US490111269012","Block Group 2, Census Tract 1269.01, Davis County, Utah"
"73529","24618","1500000US490111269013","Block Group 3, Census Tract 1269.01, Davis County, Utah"
"55350","7603","1500000US490111269014","Block Group 4, Census Tract 1269.01, Davis County, Utah"
"67553","27178","1500000US490111269015","Block Group 5, Census Tract 1269.01, Davis County, Utah"
"46181","34079","1500000US490111269016","Block Group 6, Census Tract 1269.01, Davis County, Utah"
"73588","13606","1500000US490111269021","Block Group 1, Census Tract 1269.02, Davis County, Utah"
"64517","28291","1500000US490111269022","Block Group 2, Census Tract 1269.02, Davis County, Utah"
"73730","7698","1500000US490111269023","Block Group 3, Census Tract 1269.02, Davis County, Utah"
"86806","20545","1500000US490111269024","Block Group 4, Census Tract 1269.02, Davis County, Utah"
"72609","7318","1500000US490111270021","Block Group 1, Census Tract 1270.02, Davis County, Utah"
"60795","4413","1500000US490111270022","Block Group 2, Census Tract 1270.02, Davis County, Utah"
"102955","17684","1500000US490111270031","Block Group 1, Census Tract 1270.03, Davis County, Utah"
"90903","13900","1500000US490111270032","Block Group 2, Census Tract 1270.03, Davis County, Utah"
"96017","14668","1500000US490111270041","Block Group 1, Census Tract 1270.04, Davis County, Utah"
"78813","11763","1500000US490111270042","Block Group 2, Census Tract 1270.04, Davis County, Utah"
"49167","18515","1500000US490111270043","Block Group 3, Census Tract 1270.04, Davis County, Utah"
"70280","21097","1500000US490111270044","Block Group 4, Census Tract 1270.04, Davis County, Utah"
"60500","21378","1500000US490111271001","Block Group 1, Census Tract 1271, Davis County, Utah"
"64088","10802","1500000US490111271002","Block Group 2, Census Tract 1271, Davis County, Utah"
"74453","50548","1500000US490111271003","Block Group 3, Census Tract 1271, Davis County, Utah"
"89271","24254","1500000US490111271004","Block Group 4, Census Tract 1271, Davis County, Utah"
"125078","29264","1500000US490111271005","Block Group 5, Census Tract 1271, Davis County, Utah"
"46065","5646","1500000US490139403001","Block Group 1, Census Tract 9403, Duchesne County, Utah"
"55341","5615","1500000US490139403002","Block Group 2, Census Tract 9403, Duchesne County, Utah"
"59000","13838","1500000US490139403003","Block Group 3, Census Tract 9403, Duchesne County, Utah"
"68684","7742","1500000US490139405001","Block Group 1, Census Tract 9405, Duchesne County, Utah"
"37778","6289","1500000US490139405002","Block Group 2, Census Tract 9405, Duchesne County, Utah"
"58438","7087","1500000US490139405003","Block Group 3, Census Tract 9405, Duchesne County, Utah"
"77446","5089","1500000US490139405004","Block Group 4, Census Tract 9405, Duchesne County, Utah"
"44779","9746","1500000US490139406001","Block Group 1, Census Tract 9406, Duchesne County, Utah"
"69453","7258","1500000US490139406002","Block Group 2, Census Tract 9406, Duchesne County, Utah"
"69886","11828","1500000US490139406003","Block Group 3, Census Tract 9406, Duchesne County, Utah"
"79013","8810","1500000US490139406004","Block Group 4, Census Tract 9406, Duchesne County, Utah"
"73750","9797","1500000US490139406005","Block Group 5, Census Tract 9406, Duchesne County, Utah"
"52500","22672","1500000US490159762001","Block Group 1, Census Tract 9762, Emery County, Utah"
"71023","23968","1500000US490159762002","Block Group 2, Census Tract 9762, Emery County, Utah"
"55625","7270","1500000US490159762003","Block Group 3, Census Tract 9762, Emery County, Utah"
"65341","14853","1500000US490159762004","Block Group 4, Census Tract 9762, Emery County, Utah"
"43333","16480","1500000US490159763001","Block Group 1, Census Tract 9763, Emery County, Utah"
"59706","14499","1500000US490159763002","Block Group 2, Census Tract 9763, Emery County, Utah"
"63173","11486","1500000US490159765001","Block Group 1, Census Tract 9765, Emery County, Utah"
"41667","12561","1500000US490159765002","Block Group 2, Census Tract 9765, Emery County, Utah"
"53750","20088","1500000US490159765003","Block Group 3, Census Tract 9765, Emery County, Utah"
"57260","17735","1500000US490170003001","Block Group 1, Census Tract 3, Garfield County, Utah"
"65227","21135","1500000US490170003002","Block Group 2, Census Tract 3, Garfield County, Utah"
"43113","5497","1500000US490170004001","Block Group 1, Census Tract 4, Garfield County, Utah"
"60238","8119","1500000US490170004002","Block Group 2, Census Tract 4, Garfield County, Utah"
"52294","4062","1500000US490190002001","Block Group 1, Census Tract 2, Grand County, Utah"
